의료기관명,주소
국립정신건강센터 (소아 청소년 진료소),서울 광진구 용마산로 127
유앤장 의원,서울 광진구 천호대로 653
푸른날에산후조리원, 통일로 636 
정치과의원,서울 광진구 군자로 75
기독필치과,서울 광진구 아차산로 229
화양본내과,서울 광진구 군자로 73
사랑가득한 치과의원,서울 광진구 광나루로56길 66
박숙현소아과, 능동로43길 28
닥터스마일의원,서울 광진구 능동로51길 44
송소아과의원,서울 광진구 영화사로 20
제일 가정의학과의원, 통일로 723
아이젤산후조리원, 서오릉로 82 
최창수가정의원,영화사로 27
엄민숙소아청소년과의원,서울 광진구 용마산로 44
연세가정의원,면목로 130
한빛내과의원,서울특별시 은평구 진흥로1길 23
KSA음악치료가정상담소,긴고랑로 7길 54
반올림심리교육센타,서울 광진구 능동로 330
하이맘 산부인과,능동로313
인구보건복지협회 서울지회가족보건 의원,긴고랑로  13길62
독일의원,서울 광진구 천호대로 561
샤인소아청소년과 의원,용마산로57
아가사랑 소아과의원,서울특별시 광진구 면목로 117
주인국의원,서울 광진구 면목로 173
크리스탈 치과 의원,능동로 409
닥터훈소아청소년과의원, 면목로 190
보우치과의원,서울 광진구 천호대로 561
연세안과,서울 광진구 용마산로 57
정치과의원,서울 광진구 면목로 149
향치과,면목로 120
새롬소아과의원,서울 광진구 천호대로 574
김소아과의원,서울 광진구 군자로 86
김병회 내과의원,서울 광진구 천호대로 548
서울가정의원,서울 광진구 아차산로29길 51
고은 가정의학과,서울 광진구 능동로13길 39
박봉기치과의원,서울 광진구 광나루로 378
우리들치과의원,서울 광진구 천호대로 548
하얀미소치과의원,서울 서대문구 증가로 133
박성균소아과청소년과의원,서울특별시 서대문구 문화촌길 6
황&신소아과청소년과의원,서울 서대문구 거북골로 120
사임당산후조리원 은평점, 진흥로13길 2 
이자르산후조리원 은평점, 응암로 235 
인정산후조리원, 응암로 164 인정병원 
맘편한세상, 은평로 98 송원하이본 
치아미치과의원,서울 광진구 동일로 144
연세휴치과,서울 광진구 능동로 121
정태련치과,서울 광진구 광나루로 375-1
최병규치과,서울 광진구 천호대로 576
엘리시아치과,서울 광진구 아차산로 219
연세치과의원,서울 광진구 능동로13길 54
서울나란이치과,서울 광진구 아차산로 237
광진예치과,서울 광진구 천호대로 556
예동의원, 가좌로7길 17  
예일 가정의학과의원,서울특별시 은평구 연서로 137
예일 성모내과의원,서울특별시 은평구 은평로 52
예일 소아청소년과의원, 연서로 146  
예지 소아청소년과의원,서울특별시 은평구 서오릉로 196
우리가정의원, 은평로20길 5
우리 가정의학과의원, 불광로 64
원가정의학과의원, 가좌로7길 7
윤소아 청소년과의원, 갈현로 255
은평연세병원, 서오릉로 149
은평연세 소아청소년과의원, 연서로 246
은혜산부인과의원, 진흥로 133
이금자 소아청소년과의원,서울특별시 은평구 갈현로 16
이소아청소년과의원(폐원),서울특별시 은평구 통일로66길 1
이해진소아청소년과의원,서울특별시 은평구 은평로 142
이현승내과의원, 은평로 136
인정병원(소아과),서울특별시 은평구 응암로 164
장소아 청소년과의원, 통일로71길 32-4
정성채내과의원,서울특별시 은평구 증산서길 159
정요한 소아청소년과의원, 통일로87길 5
은혜산후조리원, 진흥로 133 
조소아 청소년과의원, 응암로22길 8 
조은이비인후과의원, 불광1동 308-10 2층 
증산의원,서울특별시 은평구 증산서길 95
지앤선소아청소년과의원, 진관1로 21-35
은평재활원,서울특별시 은평구 갈현로11길 30
지혜소아청소년과,서울특별시 은평구 연서로 35
청수의원, 역촌1동 19-27 
최내과의원,서울특별시 은평구 증산로9길 3
튼튼소아청소년과의원,서울특별시 은평구 은평터널로 196
편한연세내과의원,서울특별시 은평구 응암로 235
한마음의원,서울특별시 은평구 증산서길 158
홍가정의학과의원,서울특별시 은평구 갈현로 81
서울어린이치과의원 ,서울특별시 은평구 통일로 855-8
아이러브치과,서울특별시 은평구 진흥로 21
예니어린이치과의원 ,서울특별시 은평구 은평로 155
키즈앤맘치과, 북한산로 2 구파발아파트 금호어울림 1028동 114호
은평구 아가랑산후조리원,서울특별시 은평구 서오릉로 145
르베르쏘 산후조리원 은평점, 통일로 636 
김은아소아과의원(장소 이전) ,서울특별시 서대문구 통일로 510
홍은아동.가족상담센터,서울 서대문구 세검정로1길 116
서대문보건소 홍은분소,서울 서대문구 세검정로1길 45
튼튼아이치과의원,서울특별시 서대문구 통일로 413
장진호내과의원,서울 서대문구 간호대로 48
독립문연세내과의원,서울 서대문구 통일로 189-1
연희연세소아과,서울 서대문구 연희로 98
최치과의원,서울 서대문구 거북골로14길 5
김이비인후과의원,서울 서대문구 통일로 452
e-편한치과,서울특별시 서대문구 모래내로24가길 30
명우아동가족발달센터,서울 서대문구 거북골로 8-19
서울연세의원,서울 서대문구 수색로 42
서대문 함소아한의원(2022년 4월 23일 운영종료) ,서울특별시 서대문구 통일로 413
밝은아이소아청소년과의원,서울 서대문구 수색로 100-35
김문성이비인후과의원,서울 서대문구 증가로 124
서울 바른치과,서울 서대문구 독립문로14길 3
홍제연세소아과의원(폐쇄),서울 서대문구 통일로 451
세브란스 어린이치과병원,서울 서대문구 연세로 50-1
서대문구보건소,서울 서대문구 연희로 42
임외과가정의학과의원,서울 서대문구 세검정로 66
김이비인후과의원,서울 서대문구 응암로 54
황신소아과의원,서울 서대문구 모래내로15길 68
서대문구가좌보건지소,서울 서대문구 수색로 100-55
보건소천연분소,서울 서대문구 독립문로 27
연세희망내과의원,서울 서대문구 수색로 40
이화여대종합사회복지관 나래상담센터,서울 서대문구 북아현로19길 58-21
현대가정의학과의원,서울 서대문구 거북골로 154
채내과,서울 서대문구 세검정로 32
연세솔치과,서울 서대문구 통일로 193
김주예소아과청소년과의원,서울 서대문구 증가로 129
미래아이내과의원,서울특별시 서대문구 수색로 100
이동수내과의원,서울 서대문구 응암로 54
포올운동발달센터,서울 관악구 관악로40길 47
카톨릭대학교 서울성모병원,서울 서초구 반포대로 222
헤론연세의원,서울특별시 서초구 동광로1길 112
k (케이) 내과의원,서울 서초구 강남대로 415
김영 내과,서울 서초구 강남대로 220
김인섭 내과의원,서울 서초구 서리풀길 1
김정목 내과의원,서울 서초구 방배로 28
예루살렘 정형외과,서울 서초구 남부순환로350길 33
고운청소년과의원,서울 서초구 잠원로 24
공 소아과,서울 서초구 잠원로8길 25
김동균 소아청소년과의원,서울 서초구 고무래로 32
노소아과의원,서초구 서초중앙로 230 동화반포프라자 빌딩
박정수 소아과의원,서울 서초구 방배로 32
성모소아청소년과의원,서울 서초구 태봉로 70
소소아과,서울 서초구 태봉로 62
연세곰돌이소아청소년과의원,서울특별시 서초구 방배로 226
연세소아과,서울 서초구 잠원로 150
유소아청소년과의원,서울 서초구 잠원로8길 25
장길덕소아과의원,서울 서초구 잠원로14길 29
장소아과의원,서울특별시 서초구 동광로 1 대양빌딩 
지에프소아청소년과의원,서울특별시 서초구 동작대로 118 방배동예다인프라자빌딩 3층 GF소아청소년과 
최희승 내과,서울 서초구 사임당로 151
국홍일피부과의원,서울 서초구 강남대로 221
아름다운피부과의원,서초구 서초중앙로 229 
변우현이비인후과의원,서울특별시 서대문구 통일로37길 4
가재울치과의원,서울 서대문구 증가로 133
봄산부인과,서울 서대문구 통일로39가길 30
길치과,서울 서대문구 통일로 397
예성치과의원,서울 서대문구 응암로 113
개구장이치과의원,서울특별시 서대문구 통일로 360
이소아과의원,서울 서대문구 응암로 54
김진경 내과의원,서울 서초구 서운로 201
소망 내과,서울 서초구 남부순환로 2636
은내과의원,서울 서초구 동산로 64
이나영내과의원,서울 서초구 잠원로 24
이내과의원,서울 서초구 신반포로 41
정내과의원,서울 서초구 서초중앙로 230
정다운 내과의원,서울 서초구 신반포로15길 29
남재현 프랜닥터 내과의원,서울 서초구 남부순환로 2575
한유외과의원,서울 서초구 마방로 2
강남수재활의학과,서울 서초구 서초대로 323
어린이사랑의원,서울특별시 서대문구 연희로 26
우리 내과 의원,서울특별시 강남구 선릉로69길 19
동선소아과의원,서울특별시 강남구 양재대로55길 6
서울복음치과,서울 영등포구 국제금융로 86
영치과,서울특별시 영등포구 신길로 149
늘푸른GS치과의원,서울특별시 영등포구 신풍로 77
진성 한의원,서울 영등포구 여의대방로 375
장지은 내과,서울 영등포구 국제금융로 78
노박 의원,서울 영등포구 신길로 183
여의도 한의원,서울 영등포구 여의대방로 375
임 이비인후과,서울 영등포구 영등포로 33
지엘지 (GLG) 치과,서울 영등포구 선유동2로 57
김연심소아과,서울 서대문구 통일로 356
연세고운가정의학과,서울특별시 서대문구 독립문로14길 3
서울아이치과의원,서울 서대문구 응암로 60
김호중이비인후과,서울특별시 강남구 삼성로 38
강남 연세 소아과,서울특별시 강남구 역삼로 310
소화 의원,서울특별시 강남구 역삼로 243
연세우리소아청소년과,서울특별시 강남구 개포로 265
킹덤아동청소년심리상담연구소,서울시 관악구 봉천로 450
관악햇살아동발달센터,서울특별시 관악구 조원로 30
세림의원,서울특별시 강남구 논현로 809
이충원 소아청소년과 의원_(서대문구 이전),서울특별시 강남구 언주로 871
박소아청소년과의원,서울특별시 강남구 광평로19길 10
세영 소아과  *이전(김포시),서울특별시 강남구 광평로19길 15
"무지개의원   (소아과, 내과)",서울특별시 강남구 논현로 409
서울토토치과의원  ,서울특별시 강남구 도곡로 521
신대원소아과의원 ,서울특별시 강남구 선릉로 30
송영명소아청소년과,서울특별시 강남구 선릉로10길 5
푸른소아과의원,서울특별시 강남구 개포로 615
김앤박 치과,서울 서초구 잠원로 24
나무치과,서울 서초구 서래로 32
남부치과의원,서울 서초구 동산로 60
